"","iyear","country","attacktype1","weaptype1","gname","nkill","nhours","ndays","hostkidoutcome","suicide"
"30",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,8,4,0
"31",2015,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"32",2015,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"33",2015,92,6,5,"Garo National Liberation Army",0,NA,1,5,0
"34",2015,92,6,9,"Maoists",2,NA,6,4,0
"35",2015,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,6,0
"36",2015,92,6,13,"Unknown",2,NA,-99,6,0
"37",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",2,NA,2,4,0
"38",2015,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,31,2,0
"39",2015,92,6,5,"Kuki Revolutionary Army (KRA)",0,-99,NA,2,0
"40",2015,92,6,5,"Kuki Revolutionary Army (KRA)",NA,NA,-99,7,0
"41",2015,92,6,5,"Maoists",1,NA,1,6,0
"42",2015,92,6,5,"Maoists",0,NA,1,2,0
"43",2015,92,6,5,"Maoists",0,NA,1,2,0
"44",2015,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,14,2,0
"45",2015,92,6,5,"Maoists",0,NA,1,2,0
"46",2015,92,6,9,"Kuki Revolutionary Army (KRA)",2,NA,2,6,0
"47",2015,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,3,NA,2,0
"48",2015,92,6,5,"Maoists",1,NA,4,4,0
"49",2015,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,19,NA,2,0
"50",2015,92,5,5,"Communist Party of India - Maoist (CPI-Maoist)",0,1,NA,2,0
"51",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,4,4,0
"52",2015,92,6,13,"Unknown",0,2,NA,2,0
"53",2015,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,-99,NA,2,0
"54",2015,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",NA,NA,-99,7,0
"55",2015,92,6,13,"Lama Group",0,NA,5,5,0
"56",2015,92,6,13,"Unknown",0,NA,1,2,0
"57",2015,92,6,8,"Maoists",NA,NA,-99,7,0
"58",2015,92,6,9,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,3,NA,2,0
"59",2015,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",NA,NA,-99,7,0
"60",2015,92,6,5,"Unknown",NA,NA,-99,6,0
"61",2015,92,6,13,"Unknown",NA,NA,-99,7,0
"62",2015,92,6,9,"Maoists",1,-99,NA,4,0
"63",2015,92,6,5,"Garo National Liberation Army",0,NA,1,5,0
"64",2015,92,6,13,"National Socialist Council of Nagaland-Khaplang (NSCN-K)",NA,NA,-99,6,0
"65",2015,92,6,13,"Unknown",NA,NA,-99,7,0
"66",2015,92,6,5,"Unknown",0,-99,NA,2,0
"67",2015,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"68",2015,92,6,5,"Maoists",1,-99,NA,4,0
"69",2015,92,6,13,"Hynniewtrep National Liberation Council (HNLC)",0,-99,NA,2,0
"70",2015,92,6,5,"National Democratic Front of Bodoland (NDFB)",0,-99,NA,2,0
"71",2015,92,6,5,"Maoists",0,-99,NA,5,0
"72",2015,92,6,9,"Garo National Liberation Army",1,NA,6,4,0
"73",2015,92,5,13,"Maoists",1,NA,1,4,0
"74",2015,92,6,9,"Maoists",1,-99,NA,4,0
"75",2015,92,6,5,"Maoists",0,4,NA,2,0
"76",2015,92,6,9,"National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK)",0,-99,NA,5,0
"77",2015,92,6,9,"Maoists",NA,NA,-99,6,0
"78",2015,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",4,NA,2,6,0
"79",2015,92,6,5,"Maoists",0,NA,2,2,0
"80",2015,92,6,5,"Maoists",0,NA,1,2,0
"81",2015,92,6,9,"Unknown",NA,NA,-99,7,0
"82",2015,92,6,6,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,1,6,0
"83",2015,92,4,5,"Lashkar-e-Taiba (LeT)",0,NA,NA,NA,0
"84",2015,92,6,13,"Unknown",NA,NA,-99,6,0
"85",2015,92,6,13,"Unknown",0,NA,4,3,0
"86",2015,92,6,5,"Unknown",0,-99,NA,2,0
"87",2015,92,6,13,"Unknown",0,NA,5,2,0
"88",2015,92,5,6,"Lashkar-e-Taiba (LeT)",3,-99,NA,5,0
"89",2015,92,6,13,"Maoists",NA,NA,-99,7,0
"90",2015,92,6,13,"Maoists",NA,NA,-99,7,0
"91",2015,92,6,13,"Unknown",1,-99,NA,4,0
"92",2015,92,6,13,"Unknown",0,-99,NA,2,0
"93",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,1,4,0
"94",2015,92,6,9,"Unknown",1,NA,19,4,0
"95",2015,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",2,NA,12,6,0
"96",2015,92,6,13,"National Liberation Front of Tripura (NLFT)",NA,NA,-99,6,0
"97",2015,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,5,4,0
"98",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"99",2015,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,6,4,0
"100",2015,92,6,5,"Garo National Liberation Army",0,NA,4,2,0
"101",2015,92,6,13,"Unknown",NA,NA,-99,7,0
"102",2015,92,6,13,"Unknown",NA,NA,-99,7,0
"103",2015,92,6,9,"Maoists",1,-99,NA,4,0
"104",2015,92,6,13,"Maoists",0,NA,2,2,0
"105",2015,92,6,5,"Bangladesh Tiger Force",2,NA,30,4,0
"106",2015,92,6,9,"Maoists",1,NA,2,4,0
"107",2015,92,6,5,"A'chik Matgrik Elite Force (AMEF)",NA,NA,-99,7,0
"108",2015,92,6,13,"United Garo Security Force (UGSF)",0,NA,8,5,0
"109",2015,92,6,5,"United Liberation Front of Assam (ULFA)",0,-99,NA,2,0
"110",2015,92,6,5,"Maoists",1,-99,NA,4,0
"111",2015,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,8,2,0
"112",2015,92,6,5,"Maoists",0,-99,NA,2,0
"113",2015,92,6,5,"Maoists",1,NA,2,4,0
"114",2015,92,6,5,"Maoists",NA,NA,-99,7,0
"115",2015,92,6,5,"Maoists",2,-99,NA,4,0
"116",2015,92,6,5,"Maoists",1,NA,3,6,0
"117",2015,92,6,9,"Maoists",1,-99,NA,4,0
"118",2015,92,6,13,"Maoists",NA,NA,-99,7,0
"119",2015,92,6,5,"Unknown",NA,NA,-99,7,0
"120",2015,92,6,5,"Maoists",1,NA,10,4,0
"121",2015,92,6,5,"Maoists",1,-99,NA,4,0
"122",2015,92,6,13,"Right-wing extremists",0,-99,NA,2,0
"123",2015,92,6,5,"Garo National Liberation Army",0,NA,7,2,0
"124",2015,92,6,13,"Maoists",2,-99,NA,4,0
"125",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,13,2,0
"126",2015,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,2,2,0
"127",2015,92,6,13,"Maoists",0,-99,NA,2,0
"128",2015,92,6,5,"United Tribal Liberation Army (UTLA)",0,NA,9,2,0
"129",2015,92,6,5,"Garo National Liberation Army",1,NA,36,6,0
"130",2015,92,6,13,"Maoists",0,NA,1,2,0
"131",2015,92,6,5,"Unknown",NA,NA,-99,7,0
"132",2015,92,6,13,"Achik National Liberation Army (ANLA)",0,NA,8,2,0
"133",2015,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,3,2,0
"134",2015,92,6,13,"Unknown",NA,NA,-99,7,0
"135",2015,92,6,13,"Unknown",NA,NA,-99,7,0
"136",2015,92,6,13,"Garo National Liberation Army",0,NA,5,5,0
"137",2015,92,6,13,"Unknown",0,NA,1,2,0
"138",2015,92,6,5,"Maoists",0,NA,1,2,0
"139",2015,92,6,5,"Unknown",0,NA,-99,2,0
"140",2015,92,6,13,"Maoists",1,-99,NA,6,0
"141",2015,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,-99,6,0
"142",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"143",2015,92,6,13,"Maoists",0,NA,2,5,0
"144",2015,92,6,5,"Maoists",1,NA,1,4,0
"145",2015,92,6,5,"Maoists",1,NA,1,4,0
"146",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"147",2015,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"148",2015,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"149",2015,92,6,5,"Maoists",1,NA,3,4,0
"150",2015,92,6,13,"Maoists",0,NA,5,2,0
"151",2015,92,6,5,"National Democratic Front of Bodoland (NDFB)",0,NA,2,5,0
"152",2016,92,6,5,"Unknown",0,-99,NA,2,0
"153",2016,92,6,13,"United Liberation Front of Assam (ULFA)",NA,NA,-99,7,0
"154",2016,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,NA,NA,0
"155",2015,92,6,5,"Kuki Tribal Militants",NA,NA,-99,7,0
"156",2016,92,6,5,"Garo National Liberation Army",1,NA,8,4,0
"157",2016,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"158",2016,92,6,5,"People's Liberation Front of India",2,-99,NA,4,0
"159",2016,92,6,5,"Maoists",1,1,NA,4,0
"160",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,1,NA,6,0
"161",2016,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",NA,NA,-99,7,0
"162",2016,92,6,5,"Achik National Liberation Army (ANLA)",0,NA,5,6,0
"163",2016,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"164",2016,92,5,5,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"165",2016,92,5,5,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"166",2016,92,6,13,"Maoists",1,1,NA,4,0
"167",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"168",2016,92,6,13,"Unknown",NA,NA,-99,7,0
"169",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,2,4,0
"170",2016,92,6,13,"Unknown",NA,NA,-99,7,0
"171",2016,92,6,13,"Unknown",NA,NA,-99,7,0
"172",2016,92,6,13,"Unknown",0,NA,1,5,0
"173",2016,92,6,13,"Unknown",NA,NA,-99,7,0
"174",2016,92,6,13,"A'chik Matgrik Elite Force (AMEF)",0,NA,4,5,0
"175",2016,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",0,2,NA,2,0
"176",2016,92,6,5,"Garo National Liberation Army",0,NA,7,2,0
"177",2016,92,6,5,"Maoists",1,NA,1,4,0
"178",2016,92,6,5,"Unknown",NA,NA,-99,7,0
"179",2016,92,6,5,"Jharkhand Janmukti Parishad (JJP)",0,NA,1,5,0
"180",2016,92,6,5,"National Democratic Front of Bodoland (NDFB)",NA,NA,-99,7,0
"181",2016,92,6,13,"Unknown",0,-99,NA,2,0
"182",2016,92,6,5,"Garo National Liberation Army",0,NA,NA,NA,0
"183",2016,92,6,13,"Maoists",1,-99,NA,4,0
"184",2016,92,6,13,"Maoists",1,-99,NA,6,0
"185",2016,92,6,13,"Maoists",NA,NA,-99,7,0
"186",2016,92,6,13,"Maoists",NA,NA,-99,7,0
"187",2016,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",1,-99,NA,2,0
"188",2016,92,6,5,"Maoists",1,NA,8,4,0
"189",2016,92,6,9,"Unknown",0,2,NA,2,0
"190",2016,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,12,2,0
"191",2016,92,6,13,"Tribesmen",0,NA,5,5,0
"192",2016,92,5,6,"Communist Party of India - Maoist (CPI-Maoist)",0,1,NA,2,0
"193",2016,92,6,13,"Unknown",NA,NA,-99,7,0
"194",2016,92,6,8,"Maoists",2,-99,NA,4,0
"195",2016,92,6,13,"Maoists",1,NA,1,6,0
"196",2016,92,6,5,"Maoists",0,-99,NA,2,0
"197",2016,92,6,13,"Liberation of Achik Elite Force (LAEF)",NA,NA,-99,7,0
"198",2016,92,6,9,"Maoists",1,-99,NA,4,0
"199",2016,92,6,9,"Maoists",1,-99,NA,6,0
"200",2016,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"201",2016,92,6,13,"Zeliangrong United Front",1,NA,2,6,0
"202",2016,92,6,13,"Maoists",1,NA,1,6,0
"203",2016,92,6,5,"Maoists",1,-99,NA,4,0
"204",2016,92,6,5,"Maoists",1,-99,NA,4,0
"205",2016,92,6,5,"Maoists",1,-99,NA,4,0
"206",2016,92,6,13,"Maoists",NA,NA,-99,7,0
"207",2016,92,6,5,"Tribal Revolutionary Army (TRA)",0,NA,11,5,0
"208",2016,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,89,5,0
"209",2016,92,6,5,"Unknown",NA,NA,-99,7,0
"210",2016,92,6,13,"Kuki National Front (KNF)",0,NA,7,2,0
"211",2016,92,6,13,"National Socialist Council of Nagaland-Unification (NSCN-U)",0,NA,1,5,0
"212",2016,92,5,5,"Revolutionary Communist Centre (RCC)",0,-99,NA,2,0
"213",2016,92,6,5,"Unknown",0,NA,3,5,0
"214",2016,92,6,5,"Maoists",1,NA,5,4,0
"215",2016,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"216",2016,92,5,5,"Communist Party of India - Maoist (CPI-Maoist)",0,1,NA,2,0
"217",2016,92,6,9,"Unknown",NA,NA,-99,7,0
"218",2016,92,6,9,"Maoists",3,-99,NA,4,0
"219",2016,92,6,5,"Separatists",1,-99,NA,4,0
"220",2016,92,6,13,"Maoists",1,-99,NA,4,0
"221",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"222",2016,92,6,5,"People's Liberation Front of India",2,-99,NA,4,0
"223",2016,92,6,9,"Unknown",0,NA,NA,NA,0
"224",2016,92,6,5,"Maoists",1,-99,NA,4,0
"225",2016,92,6,5,"Maoists",1,NA,3,4,0
"226",2016,92,6,5,"Maoists",1,-99,NA,4,0
"227",2016,92,6,5,"Maoists",0,NA,17,5,0
"228",2016,92,5,5,"Unknown",1,-99,NA,6,0
"229",2016,92,6,8,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"230",2016,92,6,13,"Maoists",0,-99,NA,3,0
"231",2016,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,42,5,0
"232",2016,92,6,9,"Maoists",1,NA,2,6,0
"233",2016,92,6,13,"Unknown",0,NA,1,5,0
"234",2016,92,6,9,"Maoists",2,-99,NA,4,0
"235",2016,92,6,5,"Bru National Liberation Front (BNLF)",0,NA,13,2,0
"236",2016,92,6,5,"Maoists",0,NA,20,2,0
"237",2016,92,6,5,"Maoists",1,-99,NA,4,0
"238",2016,92,6,9,"Maoists",0,NA,-99,2,0
"239",2016,92,6,13,"Maoists",0,NA,-99,2,0
"240",2016,92,6,13,"Maoists",0,NA,-99,2,0
"241",2016,92,6,9,"People's Liberation Front of India",1,-99,NA,4,0
"242",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"243",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",2,-99,NA,4,0
"244",2016,92,6,9,"Maoists",1,-99,NA,4,0
"245",2016,92,6,13,"Maoists",0,-99,NA,2,0
"246",2016,92,6,5,"Unknown",0,NA,2,5,0
"247",2016,92,6,5,"United Liberation Front of Assam (ULFA)",0,NA,39,5,0
"248",2016,92,6,5,"Unknown",0,NA,6,2,0
"249",2016,92,6,5,"Maoists",1,-99,NA,4,0
"250",2016,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,-99,6,0
"251",2016,92,6,13,"Maoists",NA,NA,-99,7,0
"252",2016,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,-99,NA,5,0
"253",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"254",2016,92,5,8,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"255",2016,92,6,6,"Lashkar-e-Taiba (LeT)",5,-99,NA,5,0
"256",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"257",2016,92,6,13,"Garo National Liberation Army",0,NA,7,2,0
"258",2016,92,6,5,"Garo National Liberation Army",1,-99,NA,4,0
"259",2016,92,6,5,"Garo National Liberation Army",NA,NA,-99,7,0
"260",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,7,0
"261",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,7,0
"262",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,7,0
"263",2016,92,6,13,"Maoists",NA,NA,-99,6,0
"264",2016,92,6,5,"Maoists",1,-99,NA,4,0
"265",2016,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,6,6,0
"266",2016,92,6,9,"Maoists",1,NA,1,4,0
"267",2016,92,6,5,"Maoists",3,-99,NA,4,0
"268",2016,92,5,5,"Hizbul Mujahideen (HM)",0,-99,NA,2,0
"269",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,2,6,0
"270",2016,92,5,5,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"271",2016,92,6,5,"Kangleipak Communist Party (KCP)",NA,NA,-99,7,0
"272",2016,92,6,5,"Kuki National Front (KNF)",NA,NA,-99,7,0
"273",2016,92,6,13,"Maoists",1,NA,3,4,0
"274",2016,92,6,5,"Maoists",1,-99,NA,4,0
"275",2016,92,6,5,"Maoists",1,-99,NA,4,0
"276",2016,92,6,9,"Maoists",1,-99,NA,6,0
"277",2016,92,6,9,"Maoists",1,-99,NA,6,0
"278",2016,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,5,2,0
"279",2016,92,6,13,"Maoists",NA,NA,-99,7,0
"280",2016,92,6,5,"Jharkhand Prastuti Committee (JPC)",2,-99,NA,4,0
"281",2016,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"282",2016,92,6,5,"Garo National Liberation Army",NA,NA,-99,7,0
"283",2016,92,6,5,"Unknown",NA,NA,-99,7,0
"284",2016,92,6,13,"Maoists",NA,NA,-99,6,0
"285",2016,92,6,5,"Maoists",1,NA,2,4,0
"286",2016,92,6,13,"Maoists",NA,NA,-99,7,0
"287",2016,92,6,5,"Maoists",1,-99,NA,2,0
"288",2016,92,6,5,"Maoists",0,8,NA,2,0
"289",2016,92,6,5,"National Socialist Council of Nagaland-Khaplang (NSCN-K)",NA,NA,-99,6,0
"290",2016,92,6,5,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",1,NA,-99,6,0
"291",2016,92,6,9,"Unknown",0,-99,NA,2,0
"292",2016,92,6,5,"Jharkhand Kranti Raksha Dal (Utari Chotanagpur)",0,-99,NA,2,0
"293",2016,92,5,8,"Unknown",0,-99,NA,5,0
"294",2016,92,6,5,"Maoists",1,-99,NA,4,0
"295",2016,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,1,2,0
"296",2016,92,6,5,"Unknown",NA,NA,-99,7,0
"297",2016,92,5,8,"Maoists",0,-99,NA,2,0
"298",2016,92,6,5,"Maoists",2,NA,2,4,0
"299",2016,92,6,5,"Maoists",0,-99,NA,2,0
"300",2017,92,6,5,"Maoists",2,-99,NA,4,0
"301",2017,92,6,7,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,8,2,0
"302",2017,92,6,13,"Maoists",NA,NA,-99,6,0
"303",2017,92,5,5,"People's Liberation Front of India",0,-99,NA,2,0
"304",2017,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",NA,NA,-99,7,0
"305",2017,92,6,5,"Kuki National Front (KNF)",2,NA,3,6,0
"306",2017,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"307",2017,92,6,5,"Maoists",1,-99,NA,4,0
"308",2017,92,5,13,"Maoists",0,-99,NA,2,0
"309",2017,92,6,5,"Maoists",1,NA,2,4,0
"310",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"311",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"312",2017,92,6,13,"Thadou People's Liberation Army (TPLA)",0,-99,NA,5,0
"313",2017,92,6,5,"Achik Songna An'pachakgipa Kotok (ASAK)",0,NA,4,2,0
"314",2017,92,6,13,"Zeliangrong United Front",0,NA,-99,2,0
"315",2017,92,6,9,"Unknown",0,-99,NA,2,0
"316",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,13,NA,2,0
"317",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,13,NA,2,0
"318",2017,92,6,13,"Maoists",0,NA,1,5,0
"319",2017,92,6,13,"Unknown",NA,NA,-99,7,0
"320",2017,92,5,5,"Maoists",0,-99,NA,5,0
"321",2017,92,6,13,"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)",0,NA,1,2,0
"322",2017,92,6,13,"United Achik National Front (UANF)",0,NA,-99,2,0
"323",2017,92,5,5,"Unknown",0,-99,NA,2,0
"324",2017,92,6,13,"Zeliangrong United Front",0,3,NA,5,0
"325",2017,92,6,5,"Unknown",NA,NA,-99,7,0
"326",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,4,2,0
"327",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,4,6,0
"328",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"329",2017,92,6,9,"Maoists",1,NA,2,6,0
"330",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"331",2017,92,6,5,"Unknown",0,-99,NA,2,0
"332",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",0,NA,2,2,0
"333",2017,92,6,5,"Maoists",1,-99,NA,4,0
"334",2017,92,5,6,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"335",2017,92,6,9,"Maoists",1,-99,NA,4,0
"336",2017,92,6,5,"Maoists",1,NA,9,4,0
"337",2017,92,5,5,"Communist Party of India - Maoist (CPI-Maoist)",0,-99,NA,2,0
"338",2017,92,6,9,"Maoists",1,-99,NA,4,0
"339",2017,92,6,9,"Maoists",1,-99,NA,4,0
"340",2017,92,4,5,"Unknown",0,-99,NA,2,0
"341",2017,92,6,9,"Maoists",1,-99,NA,4,0
"342",2017,92,5,5,"Maoists",0,-99,NA,2,0
"343",2017,92,6,5,"Maoists",2,-99,NA,4,0
"344",2017,92,6,6,"People's Liberation Army (India)",2,NA,-99,7,0
"345",2017,92,6,9,"Maoists",1,-99,NA,4,0
"346",2017,92,6,5,"Maoists",1,-99,NA,4,0
"347",2017,92,4,13,"Unknown",0,NA,NA,NA,0
"348",2017,92,6,13,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,6,0
"349",2017,92,6,13,"Maoists",NA,NA,-99,7,0
"350",2017,92,6,5,"Unknown",0,-99,NA,2,0
"351",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,-99,NA,4,0
"352",2017,92,6,5,"Birsa Commando Force (BCF)",0,NA,5,2,0
"353",2017,92,6,9,"Maoists",1,-99,NA,4,0
"354",2017,92,6,9,"Maoists",1,-99,NA,4,0
"355",2017,92,6,13,"National Democratic Front of Bodoland (NDFB)",0,NA,2,2,0
"356",2017,92,5,8,"Gorkha Janmukti Morcha (GJM)",0,-99,NA,2,0
"357",2017,92,6,5,"Maoists",NA,NA,-99,7,0
"358",2017,92,5,5,"Maoists",0,2,NA,2,0
"359",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",3,-99,NA,4,0
"360",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",NA,NA,-99,7,0
"361",2017,92,4,5,"Maoists",0,-99,NA,2,0
"362",2017,92,6,9,"Garo National Liberation Army",0,-99,NA,2,0
"363",2017,92,6,5,"Hizbul Mujahideen (HM)",1,-99,NA,4,0
"364",2017,92,5,8,"Gorkha Janmukti Morcha (GJM)",0,-99,NA,2,0
"365",2017,92,6,5,"Lashkar-e-Taiba (LeT)",1,-99,NA,4,0
"366",2017,92,6,13,"Maoists",NA,NA,-99,7,0
"367",2017,92,6,5,"Maoists",1,-99,NA,4,0
"368",2017,92,4,6,"Gorkha Liberation Army (GLA)",0,NA,NA,NA,0
"369",2017,92,6,12,"Maoists",1,-99,NA,4,0
"370",2017,92,6,5,"Maoists",1,1,NA,4,0
"371",2017,92,6,9,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,-99,6,0
"372",2017,92,6,5,"Maoists",0,NA,4,2,0
"373",2017,92,6,5,"Communist Party of India - Maoist (CPI-Maoist)",1,NA,2,4,0
